Judul,Isi Berita,Tanggal,Tahun,Jam,Penulis,Editor,Kategori,Link
IKA UNAIR Tegaskan Gelar Akademik Adalah Amanah untuk Berkarya dan Mengabdi,"UNAIR NEWS – Wisuda Universitas Airlangga (UNAIR) ke-254 pada Sabtu (27/9/2025) di Airlangga Convention Center (ACC), Kampus MERR-C. Tidak hanya diwarnai dengan pesan hangat dari Rektor UNAIR, acara itu juga menjadi ruang oleh perwakilan wisudawan untuk berbagi cerita kala menempuh perjalanan studi.
Tak Berhenti Pada Capaian Akademik
Mewakili para wisudawan, Dr Ika Nur Pratiwi SKep Ns MKep, lulusan Program Doktor Keperawatan, menyampaikan rasa syukur sekaligus refleksi atas perjuangan para lulusan. Ia menuturkan bahwa di balik toga yang para wisudawan tersimpan ribuan kisah pengorbanan. Mulai dari bekerja sambil kuliah, mengejar beasiswa, hingga mendampingi keluarga di tengah perjalanan akademik.
“Wisuda ini adalah perayaan air mata yang bertransformasi menjadi senyum bahagia. Seperti pesan Imam Al Ghazali, ilmu tanpa amal hanyalah sia-sia. Wisuda hari ini bukanlah akhir, melainkan awal untuk mengamalkan ilmu demi kebaikan,” ujarnya.
Dr Ika juga mendorong para lulusan untuk tidak berhenti pada capaian akademik, melainkan mengambil peran sebagai agen perubahan. “Di tengah era digital, kecerdasan buatan, dan globalisasi, kita tidak boleh hanya menjadi penonton. Kita harus menjadi pelaku perubahan. Education is the most powerful weapon which you can use to change the world seperti pesan Nelson Mandela,” tambahnya.
Ia mengajak para wisudawan untuk turut serta menyongsong Indonesia Emas 2045 dengan kontribusi nyata pada pembangunan berkelanjutan, riset, hingga inovasi digital. Tak lupa, ia turut menyampaikan rasa terima kasih mendalam kepada orang tua, keluarga, sivitas akademika, serta promotor dan dosen pembimbing yang telah mendampingi perjuangan akademik hingga wisudanya.
Terus Bersinergi Sebagai Alumni
Sementara itu, mewakili Ikatan Alumni (IKA) UNAIR, Dr Zamzami Sabiq SPsi, MPsi, Ketua Pengurus IKA UNAIR Cabang Sumenep, mengucapkan selamat kepada seluruh wisudawan beserta keluarga. Ia menekankan bahwa gelar akademik yang diraih hari ini merupakan sebuah amanah untuk berkontribusi ke depan.
“Wisuda bukanlah akhir dari segalanya, melainkan awal dari perjalanan panjang pengabdian. Gelar akademik yang telah saudara raih adalah amanah untuk berkarya, memberi manfaat, serta menghadirkan solusi di tengah kompleksitas zaman,” ungkapnya.
Lebih lanjut, ia menekankan pentingnya semangat Excellence with Morality sebagai ciri khas alumni UNAIR. “Kita tidak hanya dituntut untuk cerdas, tetapi juga berintegritas. Tidak hanya berprestasi, tetapi juga memberi inspirasi. Melalui IKA UNAIR, mari kita terus bersinergi untuk saling menguatkan dan membuka jalan bagi generasi berikutnya,” jelasnya.
Di akhir sambutannya, Dr Zamzami mengajak seluruh lulusan untuk menjaga nama baik almamater di manapun berada. “Kita adalah wajah Universitas Airlangga. Mari kita tunjukkan bahwa lulusan UNAIR adalah insan berilmu, berakhlak, dan berdedikasi untuk Indonesia dan dunia,” pungkasnya.
Penulis: Nur Khovivatul Mukorrobah Editor: Khefti Al Mawalia",2025-09-27,2025,4:26 pm,Nur Khovivatul MukorrobahEditor: Khefti Al Mawalia,,"alumni, Berita",https://unair.ac.id/ika-unair-tegaskan-gelar-akademik-adalah-amanah-untuk-berkarya-dan-mengabdi/
Glad2Glow Goes to Campus Beri Inspirasi Personal Branding dan Make Up,"UNAIR NEWS – Badan Eksekutif Mahasiswa (BEM) Fakultas Ekonomi dan Bisnis (FEB) Universitas Airlangga ( UNAIR ) berkolaborasi dengan Glad2Glow (G2G) menggelar talk show Glad2Glow Goes to Campus bertajuk Glow Up Your Career: Personal Branding 101 di Aula Soepoyo, Kampus Dharmawangsa-B, Rabu (24/9/2025). Talkshow menghadirkan Fitria Wahyu, content creator , untuk berbagi strategi personal branding dan berlanjut dengan tutorial make-up bersama Terry Saraswati.
Kenali Identitas Diri Sendiri
Fitria Wahyu menegaskan bahwa langkah awal membangun personal branding adalah mengenali identitas diri. Menurutnya, pemahaman atas kelebihan dan karakter pribadi menjadi pondasi sebelum menampilkan citra di ruang publik. Ia mendorong mahasiswa untuk lebih percaya diri dalam menunjukkan potensi yang mereka miliki.
“Harus kenal dengan identitas diri, harus kenal dengan diri sendiri,” ujarnya. Ia menambahkan bahwa personal branding menjadi kunci membuka peluang sekaligus mendukung perjalanan karier mahasiswa. “Membranding diri itu sangat penting untuk karier,” tegasnya.
Tutorial Make-up dan Awarding
Setelah talk show, Terry Saraswati memandu sesi tutorial make-up . Ia menunjukkan teknik riasan natural yang mudah mahasiswa terapkan. Riasan tersebut dirancang untuk menunjang penampilan profesional, terutama saat wawancara kerja maupun kegiatan formal.
“ Make-up yang tepat dapat menunjang penampilan profesional tanpa harus berlebihan,” jelas Terry. Sesi ini berujung dengan awarding bagi peserta terpilih yang aktif mengikuti rangkaian acara.
Antusiasme Peserta dan Manfaat Acara
Sejak sesi open gate , antusiasme mahasiswa sudah terlihat dengan banyaknya peserta yang datang lebih awal untuk memastikan bisa mengikuti kegiatan dari awal hingga akhir. Tidak hanya dari FEB, mahasiswa dari berbagai fakultas lain turut meramaikan acara, menegaskan bahwa isu personal branding relevan bagi seluruh bidang studi.
Sepanjang kegiatan, peserta aktif menyimak materi, berdiskusi, hingga mencoba tutorial make-up secara langsung. Kolaborasi BEM FEB UNAIR dan Glad2Glow ini dinilai berhasil menghadirkan pengalaman inspiratif sekaligus aplikatif. Selain menambah wawasan, acara juga mendorong mahasiswa untuk lebih percaya diri serta mampu mempersiapkan diri menghadapi dunia kerja yang semakin kompetitif.
Penulis: Era Fazira
Editor: Ragil Kukuh Imanto",2025-09-27,2025,12:30 pm,Era Fazira,Ragil Kukuh Imanto,"Berita, Berita",https://unair.ac.id/glad2glow-goes-to-campus-beri-inspirasi-personal-branding-dan-make-up/
"Cuankruk 3, Ajak Mahasiswa FEB UNAIR Kuasai Marketing dan Kembangkan Bisnis","UNAIR NEWS – Badan Eksekutif Mahasiswa (BEM) Fakultas Ekonomi dan Bisnis (FEB) Universitas Airlangga ( UNAIR ) menyelenggarakan Cuankruk 3 pada Kamis (25/9/2025) di Kampus Dharmawangsa-B. Mengusung tema “Master Your Marketing, Build Your Branding” , acara ini menghadirkan Glorya Angela dan Andrian Valentino, owner ByLaw Nails sekaligus mahasiswa berprestasi. Kegiatan tersebut menjadi ruang bagi mahasiswa untuk memperluas wawasan bisnis dan memperkuat keterampilan branding.
Passion Jadi Pondasi Usaha
Glorya Angela dan Andrian Valentino menegaskan passion sebagai pondasi utama dalam merintis usaha. Mereka mendorong mahasiswa untuk berani memulai bisnis sejak dini agar terbiasa menghadapi risiko dan persaingan. Menurut keduanya, passion menjadi energi yang menjaga konsistensi sekaligus menumbuhkan ide-ide baru dalam berwirausaha.
“Mulai saja dulu, karena pasti ada jalannya kalau memang itu passion kita,” ujar Glorya. Ia juga menekankan pentingnya menentukan target pasar secara tepat sejak awal agar bisnis dapat berkembang lebih terarah.
Membangun Branding dan Value Produk
Keduanya juga menekankan pentingnya membangun branding yang kuat dalam setiap usaha. Identitas brand yang jelas, menurut mereka, memudahkan produk dikenal sekaligus diterima pasar. Selain itu, pelayanan cepat dan kualitas konsisten menjadi faktor penting untuk menumbuhkan kepercayaan konsumen.
Andrian menegaskan nilai produk harus menjadi prioritas utama. “Kalau bisa, dalam membangun bisnis jangan pernah perang harga, tetapi fokus pada value ,” ujarnya. Ia menambahkan, strategi berbasis value membuat produk lebih bertahan di tengah ketatnya persaingan pasar.
Selain itu, keduanya menyoroti pentingnya personal branding sebagai bagian dari strategi pemasaran. “Satu brand itu perlu ada orang atau representatif dari brand tersebut,” jelas Andrian. Menurutnya, representasi yang jelas akan memperkuat identitas brand sekaligus membangun kedekatan dengan konsumen.
Konsistensi dalam Algoritma Digital
Dalam sesi diskusi, narasumber turut menekankan pentingnya memahami algoritma media sosial untuk mendukung pemasaran digital. Algoritma dinilai lebih menguntungkan akun yang konsisten dalam membuat konten, baik dari segi jadwal unggah maupun kualitas penyajian.
“Kalau tidak konsisten, algoritma bisa hancur dan konten kita jadi sulit muncul di beranda audiens,” ungkap Andrian. Ia menambahkan, konsistensi bukan hanya soal kuantitas unggahan, tetapi juga tentang menjaga ciri khas dan value brand agar tetap dikenali. Dengan konten yang terencana, menarik, dan konsisten, peluang produk untuk menjangkau audiens yang lebih luas akan semakin besar.
Penulis: Era Fazira
Editor: Ragil Kukuh Imanto",2025-09-27,2025,12:34 pm,Era Fazira,Ragil Kukuh Imanto,"Berita, Berita",https://unair.ac.id/cuankruk-3-ajak-mahasiswa-feb-unair-kuasai-marketing-dan-kembangkan-bisnis/
"Wujudkan KKN BBK Berbasis SDGs, LPMB UNAIR Selenggarakan ToT DPL","UNAIR NEWS – Universitas Airlangga ( UNAIR ) melalui Lembaga Pengabdian Masyarakat Berkelanjutan ( LPMB ) menggelar Training of Trainers (ToT) bagi Dosen Pendamping Lapangan (DPL) Kuliah Kerja Nyata–Belajar Bersama Komunitas (KKN BBK). Kegiatan tersebut berlangsung pada Jumat (26/9/2025) di Aula Garuda Mukti, Gedung Kantor Manajemen, Kampus MERR-C. Acara dihadiri 260 DPL berbagai fakultas. Agenda ToT ini akan berlanjut hingga Sabtu (27/9/2025) dengan berbagai materi pengantar KKN BBK.
Penyelenggaraan ToT menjadi langkah strategis UNAIR untuk menyamakan visi pengabdian masyarakat sekaligus meningkatkan kapasitas DPL KKN BBK. Melalui pelatihan ini, DPL dibekali pemahaman baru agar mampu mengarahkan mahasiswa dalam setiap program KKN yang berorientasi pada pencapaian Tujuan Pembangunan Berkelanjutan (TPB/SDGs).
Berdampak dan Berkelanjutan
Prof Hery Purnobasuki MSi PhD sebagai Ketua LPMB turut menyampaikan sambutannya. Ia menekankan pentingnya ToT ini sebagai ajang penyegaran bagi para DPL KKN BBK.
“Mudah-mudahan kegiatan ini membawa manfaat. ToT menjadi ajang refreshing kembali bagi DPL BBK karena ada banyak perubahan di tingkat universitas, termasuk di Lembaga Pengabdian Masyarakat. Harapannya, kegiatan-kegiatan yang terkait dengan pengabdian masyarakat termasuk BBK benar-benar berkelanjutan dan yang paling penting adalah berdampak,” ujarnya.
Tak Sekadar Gugurkan Kewajiban
Prof Hery kembali mengingatkan bahwa peran DPL sangat penting. Yang mana tidak sekadar mendampingi mahasiswa untuk menggugurkan kewajiban, tetapi memastikan setiap program KKN dapat berkontribusi nyata di masyarakat serta selaras dengan program-program SDGs.
“Dalam mengawal mahasiswa BBK nanti, Bapak/Ibu bisa saja melakukan pengmas mandiri di masing-masing desa tadi, kan, masyarakatnya sudah ada. Kalau mahasiswa punya program, Bapak/Ibu juga harus bisa mengarahkan supaya nantinya juga bisa bermanfaat misalnya jadi narasumber kegiatan,” ucapnya.
Lebih lanjut, Prof Hery menegaskan DPL perlu membiasakan adanya penyertaan keunggulan program berdasarkan tema-tema SDGs. “Sekarang semua mengarah pada dampak. Banyak hal yang dapat Bapak/Ibu lakukan di sana. Apa yang bisa dieksplorasi di BBK bisa jadi desa binaan untuk disampaikan ke prodinya. InsyaAllah banyak yang Bapak/Ibu hasilkan. Ini juga akan menambah kinerja universitas terkait dampak dan kelanjutannya,” tambahnya.
Ciptakan Best Practice
Sementara itu, Wakil Rektor Bidang Riset, Inovasi, dan Community Development , Prof M Miftahussurur dr MKes SpPD-KGEH PhD, menekankan bahwa ToT DPL ini merupakan momentum perubahan pola pikir dalam pengelolaan KKN.
“Hari ini kita ingin membangun pemahaman yang sama terkait strategi BBK. Ke depan, skema BBK nasional dan internasional harus menjadi gerakan bersama dengan dampak yang sejalan. Dengan SDGs, parameternya lebih jelas karena temanya sudah tersedia,” terangnya.
Sebagai penutup, Prof Miftah menyampaikan apresiasi atas keterlibatan seluruh pihak. “Mari kita wujudkan BBK SDGs sebagai wahana transformatif menuju keberlanjutan. Semoga ToT ini memperkuat kapasitas kita sekaligus menjadi pijakan dalam menciptakan best practice yang berdaya guna bagi masyarakat,” pungkas Prof Miftah.
Penulis: Nur Khovivatul Mukorrobah
Editor: Ragil Kukuh Imanto",2025-09-26,2025,4:59 pm,Nur Khovivatul Mukorrobah,Ragil Kukuh Imanto,"Berita, Berita",https://unair.ac.id/wujudkan-kkn-bbk-berbasis-sdgs-lpmb-unair-selenggarakan-tot-dpl/
"Banking 101 DPKKA UNAIR, Bekali Mahasiswa Literasi Finansial Sejak Dini","UNAIR NEWS – Direktorat Pengembangan Karir, Inkubasi Kewirausahaan dan Alumni (DPKKA) Universitas Airlangga (UNAIR) menggelar program “ Banking 101: How Banks Work and Why They Matter ” pada Kamis (25/9/2025). Acara menghadirkan Johan Kesuma Harsa, Head of Wealth Management Distribution, dan Baginda Saumar, Head of Sharia Product Management dari Maybank . Kegiatan ini membekali mahasiswa dengan literasi finansial aplikatif sekaligus memperkenalkan peluang karier di sektor perbankan. Ratusan mahasiswa dari berbagai fakultas mengikuti sesi interaktif dengan antusias. Mahasiswa juga mendapatkan panduan praktis mengenai cara membuka rekening, memahami bunga, serta memanfaatkan layanan perbankan digital aman.
Mengenal Dasar Perbankan dan Pentingnya Literasi Finansial
Dalam sesi ini, kedua narasumber menekankan bahwa literasi finansial bukan sekadar mengelola uang. Johan menjelaskan, “Investasi bukan hanya soal membuat uang bertambah, tapi juga memahami risiko dan tujuan keuangan sejak awal.” Baginda menambahkan, mahasiswa harus membedakan antara konsumsi dan investasi. “Jangan sampai kebiasaan menggunakan paylater menjadi jebakan finansial. Investasi yang bijak dimulai setelah pondasi finansial kuat,” ujarnya. Peserta diperkenalkan berbagai instrumen keuangan, konvensional maupun syariah, sehingga bisa menyesuaikan pilihan investasi dengan profil risiko masing-masing. Narasumber mencontohkan simulasi pengalokasian gaji untuk tabungan, investasi, dan kebutuhan sehari-hari agar mahasiswa lebih memahami konsep manajemen keuangan praktis.
Strategi Mengelola Keuangan Sejak Gaji Pertama
Acara berlangsung interaktif. Mahasiswa bertanya mengenai memulai investasi dari gaji pertama, mengelola anggaran pribadi, hingga prospek karier di perbankan. Diskusi menekankan prinsip sederhana: utamakan kestabilan keuangan sebelum berinvestasi, dan hindari utang konsumtif. Johan menekankan pentingnya membangun financial mindset . Baginda menambahkan, “Kunci kesuksesan finansial bukan hanya pendapatan besar, tapi konsistensi merencanakan, menabung, dan berinvestasi.” Mahasiswa juga mendapat tips menilai risiko investasi, membaca laporan keuangan sederhana, dan memanfaatkan platform digital untuk memantau portofolio praktis.
Penutup dan Harapan bagi Mahasiswa
Sesi ditutup dengan pesan agar mahasiswa tidak hanya cakap secara akademik, tetapi juga siap menghadapi tantangan finansial. Program ini membuktikan komitmen DPKKA UNAIR membekali mahasiswa dengan literasi finansial aplikatif. Johan menegaskan, “Pemahaman dasar perbankan dan investasi sejak dini sangat membantu mengelola keuangan secara bijak.” Baginda menambahkan, “Mahasiswa yang memahami keuangan pribadi lebih siap menghadapi masa depan dan membuat keputusan tepat. Literasi finansial yang kuat memudahkan mereka membangun karier dan kehidupan finansial berkelanjutan.”
Penulis: Dara Devinta Faradhilla Editor: Ragil Kukuh Imanto",2025-09-26,2025,10:16 am,Dara Devinta FaradhillaEditor: Ragil Kukuh Imanto,,"Berita, Berita",https://unair.ac.id/banking-101-dpkka-unair-bekali-mahasiswa-literasi-finansial-sejak-dini/
"UNAIR Gelar Road to Traffic Safety Champion, Mahasiswa Didorong Jadi Pelopor Keselamatan Jalan","UNAIR NEWS – Universitas Airlangga (UNAIR) bekerja sama dengan ASTRA Infra dan PT Toyota-Astra Motor menyelenggarakan Road to Traffic Safety Champion . Acara ini bertema “Be Aware, Show You Care for Safer Roads and a Sustainable Tomorrow” . Kegiatan berlangsung di Gedung Airlangga Convention Center, Kampus C UNAIR, Ruang Bima Suci lantai 2, Rabu (24/9/2025). Ratusan mahasiswa dari berbagai fakultas hadir dengan antusiasme tinggi.
Mahasiswa UNAIR Didukung Jadi Teladan Keselamatan
Acara dibuka oleh Edith Frederika Puruhito SKM MSc (MedSci), Sekretaris Direktorat Kemahasiswaan UNAIR periode 2025–2030. Ia menekankan bahwa mahasiswa memiliki peran besar dalam menekan angka kecelakaan lalu lintas. “Keselamatan lalu lintas bukan hanya kewajiban pribadi, tetapi juga tanggung jawab sosial. Mahasiswa sebagai calon pemimpin bangsa harus bisa menjadi contoh,” ujarnya.
Pandangan Industri dan Infrastruktur: Edukasi Kunci Utama
Rouli Sijabat, Sustainability Management Manager PT Toyota-Astra Motor, menjelaskan bahwa angka fatalitas di jalan raya sangat tinggi. Angka tersebut bahkan lebih besar dari kecelakaan moda transportasi lain. Ia menegaskan bahwa edukasi jauh lebih penting dibanding hanya mengandalkan teknologi. “Keselamatan bukan sekadar keterampilan mengemudi, tetapi juga kesadaran dan perilaku. Edukasi yang konsisten mampu menciptakan perubahan nyata,” tegasnya.
Sementara itu, Beny Priyatna Kusumah, Sustainability Management Division Head ASTRA Infra, menyebut faktor manusia menyumbang 58 persen kecelakaan di jalan tol. “Anak muda dengan pengalaman mengemudi 1–2 tahun paling rentan karena rasa percaya diri berlebihan. Edukasi harus terus digencarkan agar risiko bisa ditekan,” jelasnya. Ia juga menekankan inovasi ASTRA Infra. Inovasi itu meliputi rekayasa jalan, edukasi masyarakat, dan pemanfaatan teknologi pemantauan lalu lintas.
Aktivitas Interaktif untuk Mahasiswa
Selain materi utama, mahasiswa juga mengikuti berbagai kegiatan interaktif. Mereka mencoba driving simulator , Agya Stylix (GR Simulator/GR Games Corner) , joyride mobil, quiz corner , joyride motor , hingga riding simulasi menyenangkan. Setiap peserta yang berpartisipasi mendapat kesempatan memperoleh souvenir menarik dan edukatif. Aktivitas ini memberi pengalaman langsung tentang pentingnya perilaku berkendara yang aman, disiplin, dan berkelanjutan.
Acara ini menegaskan peran mahasiswa UNAIR sebagai generasi muda yang siap menjadi garda depan dalam membangun budaya keselamatan lalu lintas di Indonesia. Kolaborasi lintas sektor juga terbukti mampu menghadirkan dampak positif nyata serta berkelanjutan bagi masyarakat luas.
Penulis: Dara Devinta Faradhilla Editor: Ragil Kukuh Imanto",2025-09-26,2025,10:09 am,Dara Devinta FaradhillaEditor: Ragil Kukuh Imanto,,"Berita, Berita",https://unair.ac.id/unair-gelar-road-to-traffic-safety-champion-mahasiswa-didorong-jadi-pelopor-keselamatan-jalan/
"ISoPH-ICoEPH 2025 Angkat Isu Kesehatan Global, Dari Game Edukasi hingga Kesehatan Perempuan","UNAIR NEWS – Fakultas Kesehatan Masyarakat ( FKM ) Universitas Airlangga ( UNAIR ) menyelenggarakan The 9th International Symposium of Public Health (ISoPH) and 1st International Conference of Epidemiology Public Health (ICoEPH) pada Hari Rabu dan Kamis (24/09/2025-25-09-2025). Acara yang bertajuk Revolutionizing Public Health : Innovations and Strategies for a Resilient Future ini berlangsung di Hotel Morazen Surabaya.
Game sebagai Sarana Edukasi Kesehatan
Pada hari ke-2 konferensi menghadirkan dua narasumber internasional dan satu narasumber nasional. Mereka adalah Dr Rosliza Abdul Manaf (Universiti Putra Malaya, Malaysia), Dr Bernadette O’Hare (School of Medicine University of St Andrews North Haugh, Scotland), dan Prof Hanifa Maher Denny, S KM, MPH, Ph D (Universitas Diponegoro, Indonesia).
Sesi pemaparan materi pertama menghadirkan Dr Rosliza Abdul Manaf dari Universiti Putra Malaya dengan tema ‘ A Game Based Public Health Approach ’. Ia menekankan bahwa game dapat dimanfaatkan sebagai sarana edukasi kesehatan publik. Dalam materinya, ia memberikan contoh permainan VAPGAMO, sebuah game berbasis teori Planned Behavior. Permainan ini ia rancang untuk melatih keterampilan remaja dalam menolak ajakan vaping dengan pendekatan interaktif, menyenangkan, serta relevan.
Selain itu, Dr Rosliza juga menampilkan demo permainan VAPGAMO. Ia menegaskan bahwa aspek hiburan menjadi sangat penting agar kegiatan edukasi kesehatan tidak terasa membosankan. “Jika kita menginginkan masa depan yang lebih sehat, kita perlu menjangkau remaja di lingkungan mereka. Termasuk melalui platform digital atau permainan yang mereka mainkan,” Pungkas Dr Rosliza.
Sistem Pajak yang Lemah, Memperburuk Kesehatan Global
Materi selanjutnya oleh Dr Bernadette O’Hare dari School of Medicine University of St Andrews North Haugh, Scotland. Dalam materinya,  Ia menjelaskan bahwa sistem pajak memiliki peran krusial dalam menciptakan masyarakat yang sehat dan berketahanan.
Selanjutnya, ia menekankan banyaknya penyakit dan kematian terjadi berasal dari aktivitas komersial yang merugikan kesehatan. “Ketika sistem pajak gagal merepresentasikan kepentingan publik, pemerintah kehilangan kemampuan untuk melindungi rakyatnya,” ujarnya.
Dr Bernadette menyebutkan tiga langkah penting yang dapat kita akukan untuk meminimalisir dampak negatif aktivitas komersial terhadap kesehatan. Langkah tersebut yakni mencegah penyalahgunaan pajak korporasi, memperkuat regulasi dana pengawasan, dan yang paling penting adalah menerapkan pajak kesehatan seperti cukai rokok dan minuman berpemanis yang terbukti berdampak negatif kesehatan masyarakat.
“Ketimpangan global dan lemahnya sistem pajak membuat pemerintah kehilangan daya untuk melindungi rakyatnya. Kita perlu reformasi fiskal yang berpihak pada kesehatan dan keadilan,” tegas Dr Bernadette.
Perempuan Berhak atas Keselamatan dan Kesejahteraan
Kegiatan berlanjut dengan pemaparan materi oleh Prof Hanifa Maher Denny, SKM, MPH, Ph D dari Universitas Diponegoro, Indonesia. Dalam pemaparannya yang berjudul Womens Health and Well-Being at Work: Risk, Realities, and Implications , Prof Hanifa mengungkapkan pentingnya kesehatan dan kesejahteraan perempuan sebagai kunci produktivitas nasional. Ia menyebutkan bahwa seringkali perempuan menghadapi beban ganda bahkan tiga kali lipat dalam ranah pekerjaan, rumah tangga, maupun sosial.
Selain itu, data yang Prof Hanifah paparkan menunjukkan 70% tenaga kerja dunia terdiri dari perempuan. Meskipun perempuan memiliki hak yang sama dengan laki-laki, justru rentan mengalami permasalahan kesehatan fisik dan mental, mulai dari siklus biologi seperti beban kehamilan, hingga tekanan sosial. “Perempuan di dunia ini penting untuk memiliki lebih banyak perlindungan dalam hal keselamatan dan kemampuan,” pungkasnya.
Penulis: Muhammad Nabil Fawaid
Editor: Ragil Kukuh Imanto",2025-09-26,2025,1:52 pm,Muhammad Nabil Fawaid,Ragil Kukuh Imanto,"Berita, Berita",https://unair.ac.id/isoph-icoeph-2025-angkat-isu-kesehatan-global-dari-game-edukasi-hingga-kesehatan-perempuan/
"Perkuat Inovasi Riset, LPJPHKI Terima Kunjungan Strategis dari Kemenkes dan WHO Collaborative Center","UNAIR NEWS – Lembaga Pengembangan Jurnal, Publikasi, dan Hak Kekayaan Intelektual (LPJPHKI) Universitas Airlangga (UNAIR) menerima kunjungan strategis dari Direktorat Jenderal (Ditjen) SDM Kesehatan, Kementerian Kesehatan (Kemenkes) RI. Kunjungan ini bertujuan untuk mempelajari ekosistem publikasi dan inovasi di UNAIR sebagai model pengembangan bagi institusi pendidikan kesehatan di seluruh Indonesia.
Rombongan tersebut di bawah pimpinan Direktur Penyediaan SDM Kesehatan, Anna Kurniati SKM MKM PhD yang juga Direktur WHO Collaborative Center (WHO-CC) Poltekkes Indonesia untuk keperawatan dan kebidanan. Kunjungan ini merupakan salah satu upaya untuk melihat bagaimana ekosistem riset dan publikasi yang berdampak dapat terbangun dan berkelanjutan.
Ketua LPJPHKI UNAIR, Prof Ferry Efendi SKep Ns MSc PhD menjelaskan bahwa Kemenkes tertarik untuk melihat bagaimana UNAIR berhasil membangun ekosistem riset yang tidak hanya produktif, tetapi juga menghasilkan inovasi. “Kunjungan ini merupakan salah satu upaya untuk melihat bagaimana ekosistem publikasi yang berdampak itu seperti apa. Kemudian juga bagaimana ekosistem ini mengarah ke hak kekayaan intelektual (HKI) yang nantinya berupa paten,” jelas Prof Ferry, Rabu (24/9/2025).
Kolaborasi Peningkatan Kualitas
Salah satu hasil konkret dari pertemuan ini adalah komitmen untuk berkolaborasi dalam meningkatkan kualitas riset dan publikasi di 38 Politeknik Kesehatan (Poltekkes) yang berada di bawah binaan Kemenkes serta WHO CC. LPJPHKI UNAIR akan berperan dalam memberikan pendampingan dan mentoring .
“Fokusnya adalah pergeseran dari paradigma jumlah ke kualitas. Target kualitas publikasi ini akan kita kerjakan bersama, dengan harapan memiliki dampak global,” ungkap Prof Ferry.
Kolaborasi ini juga akan mencakup penguatan di sisi HKI dan tata kelola jurnal. Prof Ferry menambahkan bahwa UNAIR telah memiliki 20 jurnal terindeks internasional bereputasi. UNAIR akan membantu Poltekkes untuk meningkatkan level jurnal mereka dari terakreditasi nasional menjadi internasional.
Menurutnya, kunjungan ini memperkuat peran UNAIR sebagai inkubator talenta SDM kesehatan yang berkualitas. “UNAIR bisa memberikan dampak sosial dan juga mendorong kebijakan publik yang lebih transparan, partisipatif, dan signifikan bagi komunitas,” pungkasnya.
Penulis: Ahmad Abid Zhahiruddin
Editor: Yulia Rohmawati",2025-09-25,2025,3:48 pm,Ahmad Abid Zhahiruddin,Yulia Rohmawati,"Berita, Berita",https://unair.ac.id/perkuat-inovasi-riset-lpjphki-terima-kunjungan-strategis-dari-kemenkes-dan-who-collaborative-center/
